question_id,intent,rewritten_intent,snippet,idx,time_batch,cluster,gradual_batch,gradual_new,recurring_batch,rec_new
466345,Converting string into datetime,"parse string ""Jun 1 2005  1:33PM"" into datetime by format ""%b %d %Y %I:%M%p""","datetime.strptime('Jun 1 2005  1:33PM', '%b %d %Y %I:%M%p')",208,0,2,6,0,36,0
518021,Getting the length of an array,Getting the length of `my_tuple`,len(my_tuple),224,0,7,30,1,36,0
674519,How can I convert a Python dictionary to a list of tuples?,convert python 2 dictionary `a` to a list of tuples where the value is the first tuple element and the key is the second tuple element,"[(v, k) for k, v in a.items()]",274,0,1,36,0,36,0
677656,How to extract from a list of objects a list of specific attribute?,extract attribute `my_attr` from each object in list `my_list`,[o.my_attr for o in my_list],288,0,7,34,1,36,0
2655956,filtering elements from list of lists in Python?,create a list containing elements of list `a` if the sum of the element is greater than 10,[item for item in a if sum(item) > 10],642,7,7,49,1,36,0
2769061,How to erase the file contents of text file in Python?,erase the contents of a file `filename`,"open('filename', 'w').close()",656,8,9,45,1,36,0
3241594,Printing numbers in python,printing numbers rounding up to third decimal place,print('%.3f' % 3.1415),721,9,5,23,0,36,0
3294889,Iterating over dictionaries using for loops,Iterating over a dictionary `d` using for loops,"for (key, value) in d.items():
    pass",743,10,1,13,0,36,0
3411025,Summarizing a dictionary of arrays in Python,sort dictionary `mydict` in descending order based on the sum of each value in it,"sorted(iter(mydict.items()), key=lambda tup: sum(tup[1]), reverse=True)[:3]",758,10,1,44,0,36,0
3518778,read csv into record array in numpy,read csv file 'myfile.csv' into array,"np.genfromtxt('myfile.csv', delimiter=',')",783,11,6,20,0,36,0
3964681,Find all files in directory with extension .txt,"Find all files in directory ""/mydir"" with extension "".txt""","for file in os.listdir('/mydir'):
    if file.endswith('.txt'):
        pass",858,13,9,31,1,36,0
4004550,Converting string series to float list,Converting string lists `s` to float list,"floats = map(float, s.split())",867,13,5,7,0,36,0
4338032,replacing all regex matches in single line,"match string 'this is my string' with regex '\\b(this|string)\\b'
then replace it with regex '<markup>\\1</markup>'","re.sub('\\b(this|string)\\b', '<markup>\\1</markup>', 'this is my string')",920,14,0,25,0,36,0
4843173,How to check if type of a variable is string?,check if type of variable `s` is a string,"isinstance(s, str)",999,16,0,3,0,36,0
5900683,Using variables in Python regular expression,regular expression for validating string 'user' containing a sequence of characters ending with '-' followed by any number of digits.,re.compile('{}-\\d*'.format(user)),1108,19,0,24,0,36,0
6372228,how to parse a list or string into chunks of fixed length,Get a list of strings `split_text` with fixed chunk size `n` from a string `the_list`,"split_list = [the_list[i:i + n] for i in range(0, len(the_list), n)]",1137,20,8,0,0,36,0
6494508,"How do you pick ""x"" number of unique numbers from a list in Python?",Get `3` unique items from a list,"random.sample(list(range(1, 16)), 3)",1153,20,7,60,1,36,0
6740311,Combining NumPy arrays,join Numpy array `b` with Numpy array 'a' along axis 0,"b = np.concatenate((a, a), axis=0)",1175,21,6,1,0,36,0
8993904,Python regex split case insensitive in 2.6,split string 'fooxyzbar' based on case-insensitive matching using string 'XYZ',"re.compile('XYZ', re.IGNORECASE).split('fooxyzbar')",1379,26,0,11,0,36,0
11264005,Using a RegEx to match IP addresses in Python,Validate IP address using Regex,"pat = re.compile('^\\d{1,3}\\.\\d{1,3}\\.\\d{1,3}\\.\\d{1,3}$')",1555,31,0,1,0,36,0
11533274,How can I combine dictionaries with the same keys in python?,Merge a nested dictionary `dicts` into a flat dictionary by concatenating nested values with the same key `k`,{k: [d[k] for d in dicts] for k in dicts[0]},1583,31,1,59,0,36,0
14401047,Numpy - Averaging multiple columns of a 2D array,average each two columns of array `data`,"data.reshape(-1, j).mean(axis=1).reshape(data.shape[0], -1)",1827,38,6,6,0,36,0
15014276,Python: Sum values in a dictionary based on condition,sum values greater than 0 in dictionary `d`,sum(v for v in list(d.values()) if v > 0),1885,39,1,34,0,36,0
15158599,Removing entries from a dictionary based on values,Get a dictionary from a dictionary `hand` where the values are present,"dict((k, v) for k, v in hand.items() if v)",1897,39,1,57,0,36,0
16159228,Formatting text to be justified in Python 3.3 with .format() method,right align string `mystring` with a width of 7,"""""""{:>7s}"""""".format(mystring)",1972,41,8,0,0,36,0
18551752,Python - split sentence after words but with maximum of n characters in result,split string `text` into chunks of 16 characters each,"re.findall('.{,16}\\b', text)",2142,46,8,0,0,36,0
19156472,Sorting numpy array on multiple columns in Python,"sort array `order_array` based on column 'year', 'month' and 'day'","order_array.sort(order=['year', 'month', 'day'])",2185,47,6,62,0,36,0
19779790,How to get yesterday in python,How to get yesterday in python,datetime.datetime.now() - datetime.timedelta(days=1),2222,48,2,20,0,36,0
21562986,numpy matrix vector multiplication,multiply array `a` and array `b`respective elements then sum each row of the new array,"np.einsum('ji,i->j', a, b)",2311,50,6,44,0,36,0
21669374,convert string to hex in python,convert string 'a' to hex,hex(ord('a')),2313,50,8,0,0,36,0
24841306,Python - Sum 4D Array,get a sum of 4d array `M`,M.sum(axis=0).sum(axis=0),2411,53,6,6,0,36,0
25817930,Fastest way to sort each row in a pandas dataframe,sort each row in a pandas dataframe `df` in descending order,"df.sort(axis=1, ascending=False)",2431,53,3,7,0,36,0
27457970,Python regex alternative for join,separate each character in string `s` by '-',"re.sub('(.)(?=.)', '\\1-', s)",2463,54,8,0,0,36,0
29311354,How to set the timezone in Django?,Set time zone `Europe/Istanbul` in Django,TIME_ZONE = 'Europe/Istanbul',2511,55,2,13,0,36,0
30009948,How to reorder indexed rows based on a list in Pandas data frame,"reorder indexed rows `['Z', 'C', 'A']` based on a list in pandas data frame `df`","df.reindex(['Z', 'C', 'A'])",2539,56,3,1,0,36,0
31029560,Plotting categorical data with pandas and matplotlib,plot a bar graph from the column 'color' in the DataFrame 'df',df.colour.value_counts().plot(kind='bar'),2571,57,3,19,0,36,0
31617845,"How to select rows in a DataFrame between two values, in Python Pandas?",select rows in a dataframe `df` column 'closing_price' between two values 99 and 101,df = df[(df['closing_price'] >= 99) & (df['closing_price'] <= 101)],2587,57,3,47,0,36,0
37878946,Indexing one array by another in numpy,create a NumPy array containing elements of array `A` as pointed to by index in array `B`,"A[np.arange(A.shape[0])[:, (None)], B]",2729,61,6,53,0,36,0
40384599,Sorting a list of tuples by the addition of second and third element of the tuple,sort the list of tuples `lst` by the sum of every value except the first and by the first value in reverse order,"sorted(lst, key=lambda x: (sum(x[1:]), x[0]), reverse=True)",2799,63,7,55,1,36,0
